OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
2451,2019,LEXUS,,Suv,SIL,,Sunday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/28/2020 5:00:00 AM,9/27/2020 5:00:00 AM,2020,"MATTINGLY WAY, TENNANT WAY",East,5050126.04,Evening,Steve Desroches,1400,1900,367855.3075,5014437.0974
2452,2016,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,,Sunday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/28/2020 5:00:00 AM,9/27/2020 5:00:00 AM,2020,"BERRY GLEN ST, WILLOW CREEK CIRC",West,5050141.13,Evening,Wilson Lo,900,2100,366661.8067,5014379.6585
2453,2016,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,WHI,,Friday,N,Orléans Queenswood Heights,Ward 2 - Orléans West-Innes,Sector 31,9/28/2020 5:00:00 AM,9/25/2020 5:00:00 AM,2020,"CLAIBORNE WAY, CLAIBORNE WAY, CLAIBORNE WAY",East,5050170.04,Evening,Laura Dudas,900,2100,382395.7088,5036306.3292
2454,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,BLK,55000,Monday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/28/2020 5:00:00 AM,9/28/2020 5:00:00 AM,2020,"BORBRIDGE AVE, GUERNSEY PL, STARGAZER CRES",East,5050126.04,Morning,Steve Desroches,700,700,368048.3505,5014074.8306
2455,2020,LEXUS,,Suv,GRY,,Tuesday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,9/29/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"CAMBIOR CRES, GOLDRIDGE DR N",West,5050160.03,Morning,Cathy Curry,1900,900,349691.5987,5019730.4322
2456,2019,LEXUS,,Suv,SIL,,Tuesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"HOT SPRINGS WAY, GREEN GABLES LANE W",East,5050126.06,Evening,Steve Desroches,1200,1900,368444.7044,5015317.6913
2457,2018,LEXUS,,Automobile,WHI,50000,Wednesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/30/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"VERSILIA DR, FLODDEN WAY W",West,5050141.09,Morning,Wilson Lo,700,700,367211.3416,5016321.4382
2458,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,,Wednesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,9/30/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"CRYSTAL RIDGE PL, SABLE RIDGE DR",East,5050123.02,Night,Jessica Bradley,1100,200,372687.6719,5024293.6095
2459,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Tuesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"CRYSTAL RIDGE PL, SABLE RIDGE DR",East,5050123.02,Evening,Jessica Bradley,1400,2000,372687.6719,5024293.6095
2460,2020,FORD,F350,Truck,WHI,,Tuesday,N,Centretown,Ward 14 - Somerset,Sector 23,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"GLADSTONE AVE, KENT ST",Central,5050039.00,Evening,Ariel Troster,1200,2000,367747.1483,5030459.9105
2461,2017,LEXUS,,Automobile,GRY,34000,Wednesday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,9/30/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"MAYWOOD ST, NERTA ST",East,5050010.00,Morning,Marty Carr,700,700,373882.9269,5028680.5408
2462,2009,GENERAL MOTORS CORP.,,Automobile,RED,,Tuesday,Y,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"KNOXDALE RD, CREMONA CRES",West,5050135.03,Morning,Sean Devine,1700,1000,362333.8777,5021206.4846
2463,2011,BMW,,Suv,BLK,,Wednesday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,10/1/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"BEAUSEJOUR DR, CHAMPNEUF DR",East,5050125.05,Afternoon,Laura Dudas,1900,1200,381546.9398,5036131.5683
2464,2015,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLK,,Friday,N,Centrepointe,Ward 8 - College,Sector 15,10/2/2020 5:00:00 AM,10/2/2020 5:00:00 AM,2020,"MAPLE VIEW CRES  , MEADOW GLADE GDN E",West,5050137.05,Morning,Laine Johnson,800,800,362638.8796,5022223.4943
2465,,,,Other,WHI,,Wednesday,N,North Gower,Ward 21 - Rideau-Jock,Sector 12,10/2/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"FOURTH LINE RD, LOCKHEAD RD",West,5050200.02,Evening,David Brown,1300,2000,367864.856,4997790.2743
2466,2015,CHEVROLET,,Automobile,WHI,,Friday,Y,Orléans Central,Ward 2 - Orléans West-Innes,Sector 31,10/2/2020 5:00:00 AM,10/2/2020 5:00:00 AM,2020,"AXMINSTER CRT, AXMINSTER CRT",East,5050124.01,Afternoon,Laura Dudas,1600,1600,380568.8521,5037272.9493
2467,2015,HYUNDAI,,Automobile,RED,,Saturday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,10/3/2020 5:00:00 AM,10/3/2020 5:00:00 AM,2020,"COPPERWOOD ST, ROCKY RIDGE CRT",East,5050124.02,Evening,Laura Dudas,1800,1800,380697.62,5038241.6619
2468,2011,NISSAN,MAXIMA,Automobile,SIL,,Friday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,10/3/2020 5:00:00 AM,10/2/2020 5:00:00 AM,2020,"REGIONAL RD 174 EB, TRANSITWAY - BLAIR RD",East,5050121.02,Evening,Tim Tierney,1900,1800,375622.01,5033475.7868
2469,,,,Motorcycle,BLK,,Wednesday,N,West Centertown,Ward 17 - Capital,Sector 22,10/3/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"BELL ST S, POWELL AVE",Central,5050035.00,Evening,Shawn Menard,1300,2000,367200.899,5029384.5548
2470,,,,Motorcycle,BLK,,Tuesday,N,West Centertown,Ward 14 - Somerset,Sector 22,10/3/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"BOOTH ST, ECCLES ST",Central,5050041.00,,Ariel Troster,1300,,366623.895,5030185.5618
2471,,,,Motorcycle,BLK,,Thursday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,10/4/2020 5:00:00 AM,10/1/2020 5:00:00 AM,2020,"RIDEAU ST, 88 W OF WILLIAM ST, FREIMAN MALL",Central,5050054.00,Afternoon,Stéphanie Plante,1900,1200,368025.3257,5032109.1364
2472,2010,MERCEDES-BENZ,,Suv,GRY,,Sunday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,10/4/2020 5:00:00 AM,10/4/2020 5:00:00 AM,2020,"HOWICK PL, REGENT ST",Central,5050018.00,Afternoon,Shawn Menard,1300,1200,368554.9038,5029403.554
2473,,,,Motorcycle,BLK,,Saturday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,10/4/2020 5:00:00 AM,10/3/2020 5:00:00 AM,2020,"APPLE TREE LANE, RIVIERA DR",East,5050060.00,Afternoon,Rawlson King,1400,1300,371441.1293,5034471.237
2474,2020,BMW,,Automobile,WHI,,Tuesday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,10/6/2020 5:00:00 AM,9/15/2020 5:00:00 AM,2020,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,,Jessica Bradley,1400,,370343.1152,5020748.3233
2475,2018,DODGE,RAM 1500 PU,Automobile,WHI,,Monday,Y,Ottawa South,Ward 17 - Capital,Sector 22,10/6/2020 5:00:00 AM,10/5/2020 5:00:00 AM,2020,"AVENUE RD, GLENVIEW AVE",Central,5050016.00,Evening,Shawn Menard,1700,2100,369382.9078,5029154.551
2476,2016,LEXUS,,Automobile,WHI,33000,Tuesday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,10/6/2020 5:00:00 AM,10/6/2020 5:00:00 AM,2020,"DEEVY ST, GLACIER ST",West,5050140.05,Night,David Hill,800,300,363422.8762,5015491.4366
2477,2019,LEXUS,,Suv,WHI,,Monday,Y,Centrepointe,Ward 8 - College,Sector 15,10/6/2020 5:00:00 AM,10/5/2020 5:00:00 AM,2020,"MAPLE VIEW CRES , MEADOW GLADE GDN W",West,5050137.05,Evening,Laine Johnson,900,2100,362497.8785,5022103.4925
2478,2013,GENERAL MOTORS CORP.,SIERRA,Truck,WHI,,Tuesday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,10/6/2020 5:00:00 AM,10/6/2020 5:00:00 AM,2020,"MANN AVE, CHAPEL ST, CHAPEL CRES",Central,5050051.00,Afternoon,Stéphanie Plante,1700,1500,369551.9037,5031551.5714
2479,2009,NISSAN,SENTRA,Automobile,RED,,Monday,Y,Britannia Village,Ward 7 - Bay,Sector 14,10/6/2020 5:00:00 AM,10/5/2020 5:00:00 AM,2020,"ASSALY RD, RICHMOND RD",West,5050030.00,Afternoon,Theresa Kavanagh,1400,1700,360729.8721,5025527.5218
2480,2009,KIA MOTORS CORPORATION,SPORTAGE (SPORT UTILITY),Suv,BRN,,Wednesday,Y,Hunt Club East - Western Community,Ward 10 - Gloucester-Southgate,Sector 35,10/7/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"DOWNPATRICK RD, WYMAN PL",East,5050127.00,Morning,Jessica Bradley,700,700,370564.9182,5023235.5048
2481,2020,FORD,,Truck,BLK,,Wednesday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,10/7/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"BLAKE BLVD, LAFONTAINE AVE",Central,5050100.00,Morning,Stéphanie Plante,800,700,370940.9054,5033036.5823
2482,2018,LEXUS,,Automobile,WHI,,Thursday,N,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,10/8/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,EDENVALE DR,West,5050160.06,Night,Cathy Curry,1100,200,352295.9994,5020134.695
2483,2017,LEXUS,RX300,Suv,GRY,,Wednesday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,10/8/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"PINEVIEW RD, VANSTONE DR",West,5050160.04,Evening,Allan Hubley,400,2200,353004.8162,5018785.4613
2484,2019,LEXUS,,Suv,GRY,,Wednesday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,10/8/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"STONECROFT TER, STONECROFT TER",West,5050160.07,Evening,Cathy Curry,900,2300,351303.6544,5019745.7941
2485,,,,Motorcycle,BLU,2000,Tuesday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,10/8/2020 5:00:00 AM,10/6/2020 5:00:00 AM,2020,"CLARENCE ST, SUSSEX DR",Central,5050054.00,Morning,Stéphanie Plante,1900,800,367753.8233,5032322.2841
2486,2003,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,BGE,2000,Thursday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,10/8/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,"NORTH RIVER RD, SELKIRK ST",Central,5050101.00,Morning,Stéphanie Plante,1700,600,369784.9664,5032758.0503
2487,,,,Other,,,Sunday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,10/9/2020 5:00:00 AM,10/4/2020 5:00:00 AM,2020,,Central,5050101.00,Evening,Stéphanie Plante,1900,1800,369717.3927,5032955.3631
2488,2020,LEXUS,,Suv,WHI,,Thursday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,10/9/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,"AUTUMNFIELD ST, COLDWATER CRES, MEADOWBREEZE DR",West,5050161.06,Evening,Allan Hubley,900,2300,355730.1456,5015053.7599
2489,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,44000,Thursday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,10/9/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,"BARONESS DR, HOLITZNER WAY S",West,5050141.08,Evening,Wilson Lo,800,1800,366832.9817,5017014.743
2490,2016,CHEVROLET,CRUZE,Automobile,BLU,15000,Wednesday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,10/9/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"SPADINA AVE, WELLINGTON ST",Central,5050046.00,Afternoon,Jeff Leiper,200,1200,365691.9224,5029904.571
2491,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,10/9/2020 5:00:00 AM,10/9/2020 5:00:00 AM,2020,"ARDMORE ST, EARNSCLIFFE GROVE",East,5050126.04,Night,Steve Desroches,300,300,367931.9335,5014180.3997
